label,split,image_id,donor_id,correct_clip,correct_pixcorr,correct_ssim,wrong_clip,wrong_pixcorr,wrong_ssim,advantage_clip
L5000,train,50780,45620,0.7382935285568237,0.3058352239485103,0.44649269416988635,0.5077283382415771,-0.03289307483853589,0.3065345283357912,0.23056519031524658
L5000,train,45620,27323,0.8729098737239838,0.18437170604050843,0.3155882017946231,0.4295162707567215,-0.02666347728122887,0.28085508864617514,0.44339360296726227
L5000,train,27323,51581,0.6389144659042358,0.17200135559366128,0.34067721518345545,0.5822924971580505,0.02666747650678238,0.3702402003453447,0.0566219687461853
L5000,train,51581,7163,0.6627545654773712,-0.04013805908966229,0.35053433085088825,0.49156197905540466,-0.09759842271697766,0.29087135734976743,0.17119258642196655
L5000,train,7163,50828,0.645570695400238,-0.015274863859334053,0.296072432281759,0.44610412418842316,-0.05481740744093284,0.3296697294384605,0.19946657121181488
L5000,train,50828,53785,0.7708834707736969,-0.021024481647768323,0.46728200862857333,0.561183899641037,0.010721095623679226,0.31491143746649514,0.2096995711326599
L5000,train,53785,1851,0.621589183807373,0.12232892350006472,0.3018587809017048,0.47602808475494385,-0.22375515915861582,0.22249425506243226,0.1455610990524292
L5000,train,1851,29558,0.7894331514835358,0.0401449334264571,0.27933783078294794,0.5529713332653046,-0.006897616135204281,0.20097493700577226,0.2364618182182312
L5000,train,29558,59471,0.7020478546619415,0.11910755176110169,0.15643949697325243,0.5715999901294708,0.049651271418697726,0.17835014927994824,0.1304478645324707
L5000,train,59471,59462,0.6945511996746063,0.08880755410609115,0.2889501768515551,0.4585641473531723,-0.02986357466710693,0.25783896165326714,0.23598705232143402
L5000,train,59462,16584,0.803991287946701,-0.018790649937368592,0.2381261015260746,0.5783940553665161,-0.0005036792282829793,0.13984854769089713,0.22559723258018494
R,train,16584,40682,0.588492751121521,0.022295789996640787,0.08768567485343953,0.5322631597518921,0.15875089079823054,0.0848966208619634,0.056229591369628906
R,train,40682,38942,0.8124281466007233,0.6455030206686752,0.4493877001633959,0.46876509487628937,0.05467733148175198,0.4232200433156932,0.3436630517244339
R,train,38942,4905,0.593666672706604,0.16750378663779225,0.3951892256290407,0.5968516170978546,0.1501320804374295,0.35943785664290695,-0.0031849443912506104
R,train,4905,17344,0.5871824026107788,0.06991543903111683,0.2572922119724351,0.48114293813705444,-0.14545871342117528,0.3618637758403762,0.10603946447372437
R,train,17344,32725,0.7415973544120789,0.09792268299593973,0.21394803981844002,0.4749530106782913,0.041940525254419936,0.11367748044292815,0.26664434373378754
R,train,32725,28449,0.8890332579612732,0.4727546570045365,0.16625567275893963,0.5259507894515991,-0.4481236111276794,0.1633155995329717,0.3630824685096741
R,train,28449,4723,0.5999857187271118,0.08990082925681979,0.45267944186450193,0.5331898629665375,-0.09989857281301852,0.3136423472345041,0.06679585576057434
R,train,4723,70126,0.581477165222168,-0.055408340966889326,0.2971572884163932,0.49333976209163666,0.020757821691049026,0.287005669313265,0.08813740313053131
R,train,70126,26393,0.6705371141433716,-0.18537087415220327,0.2750749148488071,0.5157709121704102,-0.08763001499902928,0.31614766988051046,0.15476620197296143
R,train,26393,33748,0.7747323513031006,0.052461749326970494,0.5196303087548902,0.5760943293571472,0.19727866333169913,0.35109908932971706,0.19863802194595337
